IGLC3
FAM72A
AC093901.1
NRP2
RP11-281P23.1
ANKRD31
IGIP
PACSIN1
GPR146
IGHEP2
CTSL
CDCA5
PTMS
TRAV13-1
IGHV2-5
IGHV3-21
KREMEN2
FLJ35934
PDE6G
ZNF565
IGLV2-11
ABI2
ZDHHC19
ATP1A1
LY96
CEP290
NR4A2
ERBB2
TTYH2
IFIT3
EVI2A
AAK1
RP11-489E7.4
TMSB4X
CHI3L2
SMIM14
CD6
EEF1A1
SMG9
RP3-395M20.9
RWDD3
XCL2
C1orf21
XX-CR54.1
SLC26A6
ETV5
IQCG
HIST1H2BJ
KATNAL1
MPP5
FBLN5
RP11-490O6.2
GPT2
FBXL8
SLC39A11
DSEL
TNNC2
S1PR5
KCNJ14
VPREB1
CCDC157
AP000692.10
ZNF780B
CCDC152
PER1
MEF2D
ARHGEF12
SEC24D
RP11-532F6.3
SLFN5
UBE2E3
CXorf65
GNAQ
TBX21
ZNF585B
TIAM1
VPREB3
TNFAIP3
HES1
RNGTT
MZF1-AS1
ITM2A
GALNT6
CD24
CH17-373J23.1
MT2A
ZFP36
KCNIP2
RP11-126K1.6
ALCAM
CCL4
MYADM
RPS3
C1orf56
SNX25
TRAF1
CIPC
SMCR5
CRNKL1
SLC38A11
RNF8
RFX1
FGD2
RARRES3
S100A11
MIR4458HG
FCER1G
ZNF627
CD96
HIST1H2AC
KIAA1551
SGK1
SSX2IP
RP4-575N6.4
THBS3
IL18RAP
GLB1L
CEP97
NUDT12
PTGDS
PANO1
MTL5
RP11-176H8.1
ATL1
IGHV3-33
SERPINF1
RP11-138I1.2
ARL4D
ZNF653
THAP8
GPD2
CCNB1
ADTRP
AC093673.5
RP11-159H10.3
SCNN1A
NT5DC3
CES4A
MYO1E
RPL10
HIST2H2BE
PHACTR1
SPATS2L
PTPN7
SLC35A3
TTN
HRK
TNFSF10
KLF2
RPLP1
ZNF665
ABCB1
FBXO48
CRIP3
CD40LG
NXPH4
MAP7D3
SH3BGRL3
GATM
SKIL
C3orf58
ANXA4
TMA16
USP33
AC079767.4
RGP1
GLIPR2
NUDT7
PCDH9
TRMT1L
WDR70
KDSR
IRF9
AES
THEMIS
MS4A6A
PDPR
HSBP1L1
MYO1F
TOB2
DDIT4
FHL3
SLC2A1-AS1
KCNK12
FBXO41
EIF4E3
CPEB2
RP11-109G23.3
CTB-113I20.2
AGER
STXBP5
GIMAP8
NAT1
AC022182.1
WEE1
AP001372.2
PANX1
FAS
SFXN2
BBOF1
PLEKHO2
RP11-452L6.7
CPD
CDC34
ZSWIM4
ZNF837
CISH
RP11-539L10.3
SLC12A7
DAGLB
B4GALT1
FAM216A
CES2
PRR3
AKT3
RPS2
KIAA0125
XPNPEP3
PEX26
PMAIP1
KIF2A
GPR183
APBB2
RP11-140K17.3
WASF1
RP11-242D8.1
RRBP1
WDR66
CALM3
COX18
IGKV1-16
CDC42SE2
CHD6
PRKCH
CD72
CTD-2020K17.1
OXNAD1
RPS15A
NFKBID
MRVI1-AS1
BRCA2
PODXL2
SAMD3
MYEF2
ZNF234
PLSCR1
SPOCK2
ZNF331
SGOL1
PDE4D
TCL1A
CALR
ZDHHC21
OPTN
TMEM41A
CEP162
MLLT3
MATK
LY6E
HIST1H1C
XBP1
PPP1R15A
TAGLN2
NPLOC4
ATP11A
SAMD9L
CD99
RP11-378J18.8
DNAJC27-AS1
RP11-18H21.1
IRAK1BP1
FAM229B
MORC4
ARHGEF10
KIFC2
EGR2
RP11-87C12.5
CCL4L2
B3GNTL1
SLAMF7
E2F6
EPHA4
MBNL1-AS1
SPINK2
TRMT10A
LMBRD2
CTD-2035E11.5
RBAK
MSANTD3
C11orf63
CNNM2
RP11-486O12.2
KBTBD7
CPNE2
MCAT
ZBED4
RP11-111A22.1
HERPUD1
DENND2D
FAHD1
TSPYL2
LPIN2
BCL6
SIL1
DPH6
IL2RB
LINC00861
GAPDH
ARL4A
TCEAL4
TRIM39
SCRN2
PCNA
MZB1
HSPB1
PLPP1
ZSCAN16
TRAPPC8
RP5-1068E13.7
REXO1
NUDT19
NBPF10
SYNE2
SELL
LIMS2
SPIB
HSP90AA1
PRIM1
HIF1AN
FBXL20
NSRP1
TMEM14A
HHLA3
POC1B
ETHE1
OGFOD2
RP11-544A12.8
TUBA1A
HNRNPU-AS1
BCL11B
FCRL3
CEP44
MPP6
TNRC6B
MYO1C
NLRC5
IRF7
GPR155
AKAP9
IL10RA
SFPQ
SYNGAP1
TMEM204
IER3
ZBTB16
FOXP4
CAPRIN2
AC093818.1
CCDC34
DDX21
BAX
MT-ND6
ATP2B4
LIN9
OBSCN
RGPD5
MFSD6
MME
TBC1D32
STX11
GBGT1
CCDC7
SLC7A1
NRL
SLC25A29
DZANK1
SNTA1
SSBP3
NUDT17
RPS6KC1
SHQ1
EPHA1-AS1
ZBTB26
RP11-545E17.3
CEP126
DIP2C
TAF5
RP11-532F12.5
RP11-452L6.1
ZNF594
SREBF1
WDR7
C20orf194
DHX35
BARD1
APBB1
ORAOV1
PHRF1
NUDT14
ERN1
POT1
THUMPD3-AS1
SIGIRR
DBF4
FCRL5
GABPB2
SERINC5
DLD
LYRM4
MRPS33
UCP2
HCK
SERPINB6
STX4
MGAT4A
RPP30
MAP3K2
H2AFV
MRS2
CEP250
TMEM161B
ICAM3
AP3D1
CCDC191
THEM4
PLIN2
SLC35C2
GADD45B
GLUL
OSBPL11
BIRC3
LGALS3
CDK6
RFWD3
SYT5
C9orf85
STARD10
CTC-444N24.11
FOSB
RPS4X
ETS1
THOC3
CXXC1
NPHP3
MACROD2
MT1F
NOL4L
SIAH2
MGME1
PIK3C2B
B3GAT2
CCND2
DHX8
RABIF
RP1-34B20.21
EMP3
DOK2
R3HCC1
KDM2A
WIPF2
DBNDD1
IFT57
RBMS1
GOLGB1
CNPY3
RPL14
TGFB1
TRBV14
GABPB1-AS1
HSP90B1
PLPP5
DUSP28
CARF
TIMP1
CYP4V2
SLC25A53
RUFY2
AC137932.4
PIK3IP1
CARNS1
MTIF2
NARS
PADI4
FOSL2
CCDC125
PI16
RP11-410L14.2
PTPDC1
SACS
UBAC2-AS1
DUSP3
TEAD2
LILRB3
TCEA3
AC253572.1
C2orf81
PIK3R4
C4orf36
FBXO5
TCAF2
MED14OS
C8orf89
MSANTD2
RAD51AP1
ERP27
RARG
UTP14C
FANCM
ARRDC4
GTF3C1
ADGRG1
KATNB1
TSPAN10
PRDM15
BMP2K
MLLT10
CDK11A
ACP5
CCDC107
SLC16A7
SGTB
ZNF182
RCC1
AC062017.1
RP11-440L14.1
GALK2
RPS4Y2
IFIT2
CYP20A1
SCAMP1-AS1
AEBP2
SDHAF2
RPS6
XIAP
CCDC18
LRIF1
COX20
RPL3
LAP3
RP5-1171I10.5
ZNF583
PDLIM5
AP3M2
PIP5K1B
CDKN2D
P2RY14
DGKZ
HECTD1
DMXL1
DYNLL1
PRNP
BEX2
MARCKSL1
GPATCH11
RP11-160E2.6
TXN
SVIP
LINC00909
DBI
EIF3J
GNL2
ZBP1
RP11-138A9.2
CHD9
OTUB1
MRPS28
DPYD
CD38
KIAA0196
LARP4
SDR42E2
SWSAP1
CHD3
RPSA
ZMYM1
VPS13B
TIMM23
AKAP6
RPAP1
AAGAB
ZNF844
MT1X
TKT
SUN1
CCDC28B
SRGAP2C
AC007880.1
PSMD5
ZFP91
MTMR6
ARID5B
GIGYF1
SUB1
IL4R
ADAM28
ICE1
DSTYK
RNF20
GOT2
TTPAL
DAZAP1
UQCC2
RB1CC1
RP1-313I6.12
GPR18
HIVEP3
LRRC7
NBPF20
PCBP4
DBR1
TNIK
EXOC3-AS1
SPDL1
RIPK1
BRPF3
KCNQ5
PRDM1
RP11-390F4.3
SLC2A8
ANK3
LINC01374
ANO6
LIMA1
RIPK3
PELI2
RP11-473M20.16
PIGW
AFMID
LGALS3BP
EMILIN2
CTA-445C9.14
METTL8
STAT5A
CCDC47
LY9
SLAMF1
ZNF101
DNAJC3
CCDC69
SMARCA5
CTC-378H22.2
NIN
ZCCHC6
PSIP1
CD44
CKLF
ZNF593
LARP1B
DIAPH2
TERF2
PITPNC1
ZNF383
PKHD1L1
PAIP2B
CISD1
HIRA
ACYP2
CCDC112
ACSM3
RNF149
NR4A1
RP11-51J9.5
NME4
BORCS5
PITPNA-AS1
AGPS
IQGAP2
TMEM116
RP11-872J21.3
CEP89
RP4-594I10.3
METTL18
TMEM87B
GTDC1
IFT122
DDX51
ZNF829
EID2B
SMC4
RAB21
BTN3A2
ITGB2
CHD1
NIPBL
INTS6-AS1
INPP5K
KANSL1-AS1
AREG
RP11-452F19.3
CNFN
CDK11B
SIRT2
CD83
SQSTM1
CD81
ZNF672
WDR43
XRN1
VMA21
CETN2
CDIP1
RBFA
GZMM
FEM1A
TUG1
CXCR4
PLAC8
C1orf27
ATG7
SLC35A5
KDM3B
AEBP1
LRRC27
TUBB6
GAMT
GPATCH1
LSR
AP3B1
NPEPPS
VRK1
CHP1
UQCRHL
LIMS1
GALNT10
IRF8
MT-ND5
TCTN1
LITAF
ATP2B1
MCL1
C16orf54
RAB29
TXNIP
C2orf49
VIM-AS1
DDX23
WBP4
MECR
CYB561D1
CHRM3-AS2
ZRANB3
CPOX
KIAA0232
HERC5
HMGCR
DTWD2
TCTE3
RLN2
CTD-2371O3.3
SMCO4
EIF2S3L
C2CD5
NPIPA1
PALB2
SPNS3
PRCD
LINC00526
MAP1LC3A
SLC2A4RG
PRAM1
ZNF574
LIN7B
LILRA4
URB1-AS1
MCM3AP-AS1
AHDC1
HOOK1
ABCB10
DNAJC27
B3GNT7
ARF4-AS1
PPAT
SCGB3A1
RP1-40E16.12
CEP41
TSTD2
ENO2
GTSF1
AL928768.3
LPCAT4
GAS7
CEP76
CABYR
HAUS8
MPV17L2
BCS1L
FAM134B
REEP3
PTPN11
FCGR3A
FLVCR1-AS1
ITK
DOK3
MAML1
SLC35C1
PTPRC
TAPBPL
NPM1
PRCP
KLF7
SQLE
NRDE2
ICA1L
MAP4
KIN
LONP2
MT-ND1
LINC01184
TOB1
MRPS36
GCC2
RSBN1
CTC-523E23.11
DBT
MRPL46
RHOH
STAT1
SNX22
GSK3B
CEBPD
GSTZ1
KCNQ1OT1
C12orf65
CCDC174
PRPF18
C15orf40
C12orf45
ORC3
CDHR3
USPL1
RP11-108M9.4
FOXP1
PSD4
NXT1
ZAP70
JADE1
MARCH8
ADAM8
ACBD6
PHF6
KBTBD3
C22orf46
RNF213
UPF3A
CPNE5
SMAD2
CYTH2
PACSIN2
LINC00869
ISCA1
TMEM87A
STX16
CDC42SE1
PTP4A1
CHST12
SNRPB2
RP11-596C23.2
CDK5RAP2
IQSEC1
RP11-572O17.1
BUD13
CWF19L1
MIS18A
THADA
LRR1
TC2N
C1orf35
DAP
EIF5B
SIPA1
FCHSD2
HP1BP3
ZFP62
WWOX
ANKRD40
NIFK-AS1
ANKH
CSGALNACT1
BOP1
MLYCD
KLF13
RPPH1
ENTPD4
C11orf24
RIT1
CR2
POMC
NIFK
WDR45
NFATC2IP
TMEM208
PPP2R3C
ARHGEF1
FAM53C
LUC7L
SMC5
NDUFAF2
MARCKS
IKBKB
ABI3
BCL10
COA6
KDM6B
ACLY
CISD2
GNAI2
LMF2
CHORDC1
JARID2
HERC2
SESN2
SLC27A3
ADAM15
RNASEL
AC062029.1
SLC25A20
FGFBP2
TBC1D19
SCARB2
GSTCD
MAST4
CD36
NUP205
XX-FW83563B9.5
MYOM2
EPHX2
LRRC8A
RALGDS
LRRC56
PSTK
DDX11
TBC1D4
COCH
C14orf169
FURIN
DGKE
ZCCHC2
ZNF791
PCMTD1
ADAM19
CNPPD1
KLHL24
SLC35E3
HERC4
ISG20L2
EIF2AK2
ZMYND8
ARIH2
RP11-138A9.1
EIF3E
PTRHD1
PCGF3
CLOCK
GALNT11
PDCD11
DAAM1
LRRK1
GID4
FBXO38
LINC00847
ACAD10
KCNK6
ARHGAP15
LACTB2
SNAPC3
WDFY1
TRMT6
ALG12
CFAP36
STAG3
RP11-294J22.6
PAICS
IGFBP4
TRAK1
ADCY7
TMEM39B
NFX1
DCAF6
TNFRSF17
SIPA1L3
C10orf54
CRTC3
DOCK10
RSRC1
UBALD2
MRPL1
MEF2A
CSNK1G2
MYL6B
SLC25A42
FAM204A
FAM200B
GSTK1
CFAP97
ZCCHC17
XAF1
C5orf24
SRP72
DUT
ZNF91
CCT6A
ZC3H8
ERLEC1
CASP2
SASH3
RP11-231C14.7
MAP9
RPF2
SBF2
CA11
FXYD1
FAM41C
POLE3
MIS12
TMEM260
RP11-16E12.2
COPA
ANAPC15
ZNF397
BOLA3
MAP3K14
PAFAH1B1
UBN2
RP11-158I9.8
C18orf21
EMC1
ANKRD13C
VGLL4
SCAMP1
ABCB8
INPP5F
CLECL1
EID3
LINC00324
TOP3A
SAP25
PJA1
TEX10
TMEM159
SLC38A7
SLC16A3
ATP2A2
DDX24
ID2
IER5
DNAJC2
SMAD3
CRCP
PRAF2
TRABD2A
DLEU1
EIF6
HNRNPA1
YAF2
TIPRL
RHOF
TMEM107
THUMPD1
C7orf55
LUZP1
ZNF670
PUS10
ADD2
EIF5A2
DGKQ
ZNF827
FAM105A
GNPDA1
HIST1H4H
CCHCR1
FAM135A
HIPK2
GIMAP6
CLIC3
SLC43A3
KCTD10
RP1-267D11.6
RP13-977J11.2
EDC3
SLX4
TLDC1
MAPK7
BLMH
SLFN13
HOXB-AS1
PTRH2
C20orf96
RPRD1B
COL9A3
MBD3
TMEM38A
ZNF792
FKRP
EXOC6
MAGED2
NUCKS1
ATXN2
MT-CO1
LINC00685
PCMTD2
MALAT1
AC006129.2
UBE2E2
SKAP2
ORAI1
FAM73A
C1orf132
SELK
KLF4
PDCL3
RPS29
BROX
HTT
MAGEH1
AGTPBP1
ENTPD1-AS1
GTF2H3
LDLRAD4
PGD
DNAJC14
TPR
MAX
TRMT10B
RPP38
DNAJC1
MNAT1
ZBTB1
DDX19A
TGIF1
MSRA
DHTKD1
UBE2Z
FAM65B
URGCP
CTB-50L17.10
EFCAB2
NQO2
HIST1H2BC
KLHL7
CALU
TBL1X
HMGB2
NOP56
SNHG8
WAPL
NCR3
RHOC
TBC1D5
NDUFV3
PSTPIP1
CHMP1B
NUDT21
ITGB3BP
ZSCAN16-AS1
IP6K2
METTL7A
IKZF3
PRKCB
SEL1L3
ZC3H6
SRPK1
MTRNR2L8
ZNF544
UQCRH
ZMYM2
CNTNAP2
TAF1
MTAP
LINC01473
AP1S3
ASAP1
FAM217B
SREBF2
GHDC
PSMG3
GTF2IRD2B
CACUL1
PDK1
RELT
DUSP6
IGFLR1
POU2F1
NFKB1
NME1
PSME2
IDS
ARHGDIA
DYNC1I2
AP5M1
MACF1
ANXA7
RP11-960L18.1
MLXIP
MRPL48
NBPF14
SDHAF3
NOL8
ZC3H11A
GAPT
CAST
FAM3C
RIC3
AKAP13
BCLAF1
SCIMP
RTN4
PHTF1
ACTR8
JMY
WRNIP1
NGFRAP1
CPQ
MMS19
ALDH6A1
UTP4
TRIM25
PMEPA1
ZNF100
ZNF790
PKNOX1
PTCH2
SEPT11
SSFA2
TMEM39A
DDX60
GPM6A
FASTKD3
TRMT11
ATP7A
NSMF
DHCR7
POLD3
MSANTD4
IDE
RP11-467L13.7
NUBPL
APBA2
CEP152
ZNF609
HOMER2
TMEM102
EPN2
C17orf80
RP4-591C20.9
FAAP24
ERF
ZNF468
ZNF135
MICALL1
DNAJB4
KCNA3
PIAS3
NFXL1
MAN1A1
ZNF736
DENND1A
GOLGA1
RFC3
P2RX1
ENTPD6
C21orf62-AS1
TRMT61B
TRNT1
FHIT
ARFGEF1
CKAP2
CMTM3
FXYD7
MAP4K1
IFI27L2
SEPT2
NAGK
ZFYVE27
ABRACL
RBMXL1
NPRL2
CBLB
C6orf47
LINC00662
TSPAN14
C1orf228
RP11-727F15.9
UQCRB
AKTIP
ACBD4
THEMIS2
MTR
OR2A1-AS1
NOM1
ANGPT2
APTX
NMT2
KCNN4
CLN6
FNBP1
MRFAP1
CYTIP
IARS
ITGB2-AS1
TTC39C
MIA3
TTC32
UVRAG
REV3L
ASNSD1
FRG1
METTL9
GPX4
PSMC6
PPP2R5C
RDH11
MSI2
CUL5
ASXL1
TMEM261
RHBDF2
POLD2
FAM133B
TOP2B
RSF1
PAK2
CD63
VAMP3
OSBPL10-AS1
HUWE1
PAG1
CORO1B
ATXN3
ZSWIM7
RWDD1
SEPT9
CCDC50
IL16
CYLD
ATF4
CD1D
CAMK4
FIGNL1
GAN
EYA3
SHC1
BCL2L11
WDR12
ZNF445
CD14
HIST1H2BD
PHKG1
SPIN2B
IL13RA1
FMR1
NINJ1
ADIPOR2
TOMM34
TRPS1
ZNF641
ZNF180
ZNF550
GABPA
PTCD3
MFSD1
SH3BP1
PARP15
TECPR1
TMOD3
RRAGA
CDC25B
RRP8
IMPACT
SLC37A1
RP5-1180E21.5
FAM21C
PSMG1
DPP9
FOXO3
ZNF605
NBR1
CYB561D2
SELM
CBR4
BACE2
TUBA1B
OAS1
LILRB1
PLEKHG1
ZBTB44
DHRS4L2
TCF12
PCSK7
FGR
ZCCHC11
ANKRD12
FAM50A
DDX3X
RPS24
PABPC1
SYK
C1orf159
FGGY
PGM1
ALG14
C1orf112
RP5-827C21.4
TRIM58
LINC00152
GLYCTK
KCTD6
TRIM59
FAM131A
ETFDH
FAM174A
FEM1C
CYSTM1
FKBP5
RP11-356I2.4
LFNG
ZNF12
SLC37A3
RP11-706O15.1
ARMCX2
TNNI2
PDE3B
ACER3
TRDMT1
RRP12
NELL2
RP11-734K2.4
DTD2
PAPD5
CNTROB
KIF16B
ZNF790-AS1
ZNF225
DMWD
ATF5
MMP11
PPARA
HSPA13
GSN
NFYC
GYPC
TFAM
LENG1
EEF1B2
STAU2
CTSB
ZBTB7A
CAMK2G
PWWP2A
CUL1
REPIN1
JAK3
YPEL1
JOSD1
LTV1
ZNF720
PSMB9
AMFR
EMC10
KIAA0319L
CDC42EP3
DIMT1
NUDT2
CD5
LRRK2
PCED1B
THAP2
UBE2Q2
KDM5B
NDUFAF7
USP38
PRRC1
FAM73B
SEZ6
CC2D1A
ARRDC3
DEF6
IFRD1
VPS4B
NDUFB1
EIF4A1
MRPS15
TRMT10C
RPLP0
P2RX5
SH3BP5
MRPL47
RBPJ
PDXDC1
LRRC58
NEDD9
USP47
NKTR
WIPF1
ABHD14A
GNPDA2
NMRK1
CARS
ECD
TRPM7
TNFSF12
PCF11
MAD2L2
CD82
BRD9
MCTP2
LARP1
NDUFB5
NUCB2
PSME3
CBWD5
SRSF3
HSPB11
SNX27
RRNAD1
CKS2
NSUN6
RNF219
PSMA6
KIAA0586
PDPK1
CD320
LSG1
RP11-127B20.3
SMPD1
ARHGEF7
CHKB
STAU1
LGALS9
CARD16
FRA10AC1
CCSER2
C1orf123
CYCS
GLG1
TATDN1
TARSL2
ORAI2
NAT6
FBXO8
KIAA0100
DOK1
ANKRD36B
SMARCAL1
CEP295
SIRT1
RLTPR
ATMIN
DHDDS
AZI2
AC009403.2
ZNF85
RALBP1
KIF20B
RPL4
PARP14
PYCARD
PTPN6
LARP7
ROCK2
RPL39L
TXK
HIST1H4E
AIMP2
TNFRSF10A
ERLIN2
TULP3
SHMT1
RP11-35G9.5
ARHGEF19
GPN2
LRIG2
ATF3
ZNF654
NCK1-AS1
MYL5
TADA2B
SETD7
PTTG1
RP11-398K22.12
AHI1
TCEANC
CHIC1
SOWAHD
TIGAR
C12orf66
NCOR2
NUDT15
HYPK
ZWILCH
TMEM241
NDUFAF5
CAPS
PPP1R12C
ZNF280B
RWDD2B
POU2F2
ZKSCAN1
CDCA7L
ENDOV
LLPH
NUMB
UNC93B1
GLO1
MAT2B
SMIM8
TXLNG
FAM78A
COQ5
NCAPH2
GNB5
MAPRE1
ERAP2
JADE2
NMD3
BST2
RAB11A
OSTC
RAP1B
FAM46C
PLK3
DHX30
VNN2
YEATS4
DTD1
SAMD4B
SFT2D2
SRSF7
PTTG1IP
RASA2
DHX9
SLC25A37
ZZZ3
ATF2
AC093323.3
RNF14
CCDC167
ATP6V1E2
GAR1
TWF1
MLH3
AKAP8
GATAD2A
CAPN12
ZEB1
NUDT4
RAC2
MID1IP1
CLINT1
USP10
UBE2K
C19orf53
ZFP36L1
C2orf68
TUBB4B
GRAP2
NMI
NSUN5
PRDM2
CELF1
VRK3
TMEM126A
SLC43A2
CMTR1
TOP1MT
ESAM
SGPL1
VRK2
FAM104B
ZBTB43
RP11-327P2.5
APH1B
ARIH1
NTHL1
TNFRSF13B
C18orf25
PPP1R37
CCNG2
ADAR
MT-CYB
PLEKHA1
ZNF652
FBL
SNRNP200
MXI1
HNRNPAB
GINM1
KDM7A
LPGAT1
YWHAZ
TRIB2
CCDC88B
ITGB7
CNOT1
ESF1
AC245100.1
FAM126A
MAGOHB
TSEN34
TRIM28
NOA1
NCSTN
LMO4
TP53TG1
IWS1
RPL28
ADI1
G3BP2
ZC3HAV1
SCAP
HINT3
PREX1
CEBPG
BID
HDAC6
SEL1L
RPL26L1
VPS37A
CCDC6
LYN
DAD1
PTK2B
BAZ2B
ESCO1
MRPL43
SCPEP1
MTOR
CCDC142
GALNT3
MYO1B
CHCHD6
HOMER1
HIST1H2AH
TRAF3IP2-AS1
MED12
C1GALT1C1
XPO7
TMEM67
ZNF623
GNE
CLCF1
SGMS1-AS1
PEX5
SPATS2
RP11-894P9.1
TMEM220
PRKCA
ZNF557
MCOLN1
CACNA1A
CEACAM1
ZNF347
CHEK2
WBP2NL
